0.8,10120200000,1366,6,PRIJEM,PREVODZUCTU,6669,7569,DUCHOD,OP
0.8,10120200000,1367,6,PRIJEM,PREVODZUCTU,6669,14238,DUCHOD,OP
0.8,10120200000,1368,6,PRIJEM,PREVODZUCTU,6669,20907,DUCHOD,OP
0.8,10120200000,1369,6,PRIJEM,PREVODZUCTU,6669,27576,DUCHOD,OP
0.8,10120200000,1370,6,PRIJEM,PREVODZUCTU,6669,34245,DUCHOD,OP
0.8,10120200000,1371,6,PRIJEM,PREVODZUCTU,6669,30535.7,DUCHOD,OP
0.8,10120200000,1372,6,PRIJEM,PREVODZUCTU,6669,33342.8,DUCHOD,OP
0.8,10120200000,1373,6,PRIJEM,PREVODZUCTU,6669,36161.5,DUCHOD,OP
0.8,10120200000,1374,6,PRIJEM,PREVODZUCTU,6669,30988.3,DUCHOD,OP
0.8,10120200000,1375,6,PRIJEM,PREVODZUCTU,6669,33803.5,DUCHOD,OP
0.8,10120200000,1376,6,PRIJEM,PREVODZUCTU,6669,36624.3,DUCHOD,OP
0.8,10120200000,1377,6,PRIJEM,PREVODZUCTU,6669,37754.7,DUCHOD,OP
0.8,10120200000,1378,6,PRIJEM,PREVODZUCTU,6669,40391.5,DUCHOD,OP
0.8,10120200000,1379,6,PRIJEM,PREVODZUCTU,6669,39238.2,DUCHOD,OP
0.8,10120200000,1380,6,PRIJEM,PREVODZUCTU,6669,37734.2,DUCHOD,OP
0.8,10120200000,1381,6,PRIJEM,PREVODZUCTU,6669,39833.7,DUCHOD,OP
0.8,10120200000,1382,6,PRIJEM,PREVODZUCTU,6669,32733.5,DUCHOD,OP
0.8,10120200000,1383,6,PRIJEM,PREVODZUCTU,6669,31703.8,DUCHOD,OP
0.8,10120200000,1384,6,PRIJEM,PREVODZUCTU,6669,32997.3,DUCHOD,OP
0.8,10120200000,1385,6,PRIJEM,PREVODZUCTU,6669,35817.4,DUCHOD,OP
0.8,10120200000,1386,6,PRIJEM,PREVODZUCTU,6669,27046.3,DUCHOD,OP
0.8,10120200000,1387,6,PRIJEM,PREVODZUCTU,6669,29855.6,DUCHOD,OP
0.8,10120200000,1388,6,PRIJEM,PREVODZUCTU,6669,32659.6,DUCHOD,OP
0.8,10120200000,1389,6,PRIJEM,PREVODZUCTU,6669,35475.3,DUCHOD,OP
0.8,10120200000,1390,6,PRIJEM,PREVODZUCTU,6669,38302.6,DUCHOD,OP
0.8,10120200000,1391,6,PRIJEM,PREVODZUCTU,6669,39460.1,DUCHOD,OP
0.8,10120200000,1392,6,PRIJEM,PREVODZUCTU,6669,38383.9,DUCHOD,OP
0.8,10120200000,1393,6,PRIJEM,PREVODZUCTU,6669,36258.2,DUCHOD,OP
0.8,10120200000,1394,6,PRIJEM,PREVODZUCTU,6669,30270,DUCHOD,OP
0.8,10120200000,1395,6,PRIJEM,PREVODZUCTU,6669,33075,DUCHOD,OP
0.8,10120200000,1396,6,PRIJEM,PREVODZUCTU,6669,35892.2,DUCHOD,OP
0.8,10120200000,1397,6,PRIJEM,PREVODZUCTU,6669,38720.8,DUCHOD,OP
0.8,10120200000,1398,6,PRIJEM,PREVODZUCTU,6669,41561.4,DUCHOD,OP
0.8,10120200000,1399,6,PRIJEM,PREVODZUCTU,6669,41400,DUCHOD,OP
0.8,10120200000,1400,6,PRIJEM,PREVODZUCTU,6669,39364,DUCHOD,OP
0.8,10120200000,1401,6,PRIJEM,PREVODZUCTU,6669,42209.5,DUCHOD,OP
0.8,10120200000,1402,6,PRIJEM,PREVODZUCTU,6669,45064.2,DUCHOD,OP
0.8,10120200000,1403,6,PRIJEM,PREVODZUCTU,6669,47930.9,DUCHOD,OP
0.8,10120200000,1404,6,PRIJEM,PREVODZUCTU,6669,49769.3,DUCHOD,OP
0.8,10120200000,1405,6,PRIJEM,PREVODZUCTU,6669,49207.4,DUCHOD,OP
0.8,10120200000,1406,6,PRIJEM,PREVODZUCTU,6669,42478.1,DUCHOD,OP
0.8,10120200000,1407,6,PRIJEM,PREVODZUCTU,6669,43093.3,DUCHOD,OP
0.8,10120200000,1408,6,PRIJEM,PREVODZUCTU,6669,45955.3,DUCHOD,OP
0.8,10120200000,1409,6,PRIJEM,PREVODZUCTU,6669,48825.1,DUCHOD,OP
0.8,10120200000,1410,6,PRIJEM,PREVODZUCTU,6669,49463.1,DUCHOD,OP
0.8,10120200000,1411,6,PRIJEM,PREVODZUCTU,6669,42254.7,DUCHOD,OP
0.8,10120200000,1412,6,PRIJEM,PREVODZUCTU,6669,43907.4,DUCHOD,OP
0.8,10120200000,1413,6,PRIJEM,PREVODZUCTU,6669,46768.4,DUCHOD,OP
0.8,10120200000,1414,6,PRIJEM,PREVODZUCTU,6669,46121.2,DUCHOD,OP
0.8,10120200000,1415,6,PRIJEM,PREVODZUCTU,6669,48997,DUCHOD,OP
0.8,10120200000,1416,6,PRIJEM,PREVODZUCTU,6669,51878.9,DUCHOD,OP
0.1,10120200000,143116,479,VYDAJ,PREVODNAUCET,2064,14521,SIPO,YZ
0.1,10120200000,143117,479,VYDAJ,PREVODNAUCET,2064,15591.8,SIPO,YZ
0.1,10120200000,143118,479,VYDAJ,PREVODNAUCET,2064,16674.7,SIPO,YZ
0.1,10120200000,143119,479,VYDAJ,PREVODNAUCET,2064,13552.3,SIPO,YZ
0.1,10120200000,143120,479,VYDAJ,PREVODNAUCET,2064,13789.9,SIPO,YZ
0.1,10120200000,143121,479,VYDAJ,PREVODNAUCET,2064,14865.2,SIPO,YZ
0.1,10120200000,143122,479,VYDAJ,PREVODNAUCET,2064,15527.6,SIPO,YZ
0.1,10120200000,143123,479,VYDAJ,PREVODNAUCET,2064,15892.9,SIPO,YZ
0.1,10120200001,143124,479,VYDAJ,PREVODNAUCET,2064,16256.9,SIPO,YZ
0.1,10120200001,143125,479,VYDAJ,PREVODNAUCET,2064,17162.4,SIPO,YZ
0.1,10120200001,143126,479,VYDAJ,PREVODNAUCET,2064,12420.9,SIPO,YZ
0.1,10120200001,143127,479,VYDAJ,PREVODNAUCET,2064,13497.6,SIPO,YZ
0.1,10120200001,143128,479,VYDAJ,PREVODNAUCET,2064,13371.2,SIPO,YZ
0.1,10120200001,143129,479,VYDAJ,PREVODNAUCET,2064,14444.8,SIPO,YZ
0.1,10120200001,143130,479,VYDAJ,PREVODNAUCET,2064,15522.8,SIPO,YZ
0.1,10120200001,143131,479,VYDAJ,PREVODNAUCET,2064,9838.3,SIPO,YZ
0.1,10120200001,143132,479,VYDAJ,PREVODNAUCET,2064,10897.1,SIPO,YZ
0.1,10120200001,143133,479,VYDAJ,PREVODNAUCET,2064,11259.8,SIPO,YZ
0.1,10120200001,143134,479,VYDAJ,PREVODNAUCET,2064,12324.5,SIPO,YZ
0.1,10120200001,143135,479,VYDAJ,PREVODNAUCET,2064,13393.7,SIPO,YZ
0.1,10120200001,143136,479,VYDAJ,PREVODNAUCET,2064,13536,SIPO,YZ
0.1,10120200001,143137,479,VYDAJ,PREVODNAUCET,2064,14429.5,SIPO,YZ
0.1,10120200001,143138,479,VYDAJ,PREVODNAUCET,2064,8628.9,SIPO,YZ
0.1,10120200001,143139,479,VYDAJ,PREVODNAUCET,2064,9683.3,SIPO,YZ
